image_name,confidence,iou
IMG_20180811_083617.jpg,0.904295,0.9430886866302793
IMG_20180724_130100.jpg,0.944876,0.9658822926356254
IMG_20180725_142219.jpg,0.902992,0.9565843509868852
IMG_20180725_120143.jpg,0.878251,0.8438935410059808
IMG_20180714_103055.jpg,0.948822,0.9546872733278865
IMG_20180725_120946.jpg,0.954046,0.9597302104308124
IMG_20180726_122652.jpg,0.933123,0.9012318186104112
IMG_20180721_091455.jpg,0.824504,0.6334169218573547
IMG_20180724_121206.jpg,0.572198,0.5316228008065966
IMG_20180725_121427.jpg,0.947764,0.9194160676801092
IMG_20180721_090501.jpg,0.950731,0.9788936310611547
IMG_0232.JPG,0.0,0.0
IMG_20100101_033637.jpg,0.937876,0.9160510564687575
IMG_1284.jpg,0.567963,0.0
IMG_20180717_095144.jpg,0.959616,0.9198259472068533
IMG_1251.jpg,0.924523,0.7845164530331059
IMG_20180721_090927.jpg,0.938126,0.8491226362150611
IMG_20180725_121411.jpg,0.872495,0.3140529437744612
IMG_20180714_103316.jpg,0.958573,0.9469861399007646
IMG_20180723_122303.jpg,0.400649,0.0
IMG_20180724_122525.jpg,0.840058,0.9540272736207851
IMG_0057.JPG,0.0,0.0
IMG_20180714_103103.jpg,0.922681,0.985506112163283
IMG_20180723_124904.jpg,0.967783,0.8670841445610684
IMG_20180720_123954.jpg,0.934088,0.9057995418692308
IMG_20100101_032219.jpg,0.948406,0.9742954865289255
IMG_0234.JPG,0.0,0.0
IMG_20180724_150833.jpg,0.936215,0.9357878762271387
IMG_20180725_122039.jpg,0.95814,0.9572490106133145
IMG_20100101_031126.jpg,0.93941,0.9182293116725295
IMG_20180723_145744.jpg,0.920977,0.7021945814089627
IMG_20180810_085645.jpg,0.0,0.0
IMG_20100101_023139.jpg,0.957461,0.9224445867611606
IMG_20180721_090702.jpg,0.687561,0.5719529526101979
IMG_20100101_031805.jpg,0.947608,0.9682474064631865
IMG_1240.jpg,0.953541,0.9852878652451947
IMG_0170.JPG,0.0,0.0
IMG_20180724_150507.jpg,0.944749,0.8712312557532637
IMG_20180720_142150.jpg,0.92519,0.6304939850985914
IMG_20180723_123915.jpg,0.938271,0.9170792157825093
