               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  32,             0.02594,            0.015593,                   0,             0.93523,             0.88333,             0.94117,             0.66609,            0.023182,           0.0092969,                   0,            0.003862,            0.003862,            0.003862
                  33,            0.026633,            0.016257,                   0,             0.97186,             0.86347,             0.95008,             0.67763,            0.022252,           0.0088727,                   0,            0.003664,            0.003664,            0.003664
                  34,            0.026081,            0.014706,                   0,             0.97031,             0.90833,             0.96425,             0.68914,            0.021115,           0.0086315,                   0,            0.003466,            0.003466,            0.003466
                  35,            0.026261,             0.01555,                   0,             0.94327,             0.94167,              0.9573,             0.67111,            0.021285,           0.0086102,                   0,            0.003268,            0.003268,            0.003268
                  36,            0.025553,            0.014719,                   0,             0.93074,                0.95,             0.95974,             0.69345,            0.021015,           0.0087579,                   0,             0.00307,             0.00307,             0.00307
                  37,            0.025132,            0.016274,                   0,             0.91836,             0.95833,             0.95231,             0.71371,            0.019952,           0.0089208,                   0,            0.002872,            0.002872,            0.002872
                  38,            0.023762,            0.014246,                   0,              0.9669,             0.94167,             0.95803,             0.71692,            0.020257,           0.0082723,                   0,            0.002674,            0.002674,            0.002674
                  39,            0.024079,            0.014638,                   0,             0.95796,             0.94943,             0.95796,             0.70911,            0.019536,           0.0084302,                   0,            0.002476,            0.002476,            0.002476
                  40,            0.022354,            0.014834,                   0,               0.979,               0.925,             0.96306,             0.71564,            0.019479,           0.0083084,                   0,            0.002278,            0.002278,            0.002278
                  41,             0.02297,            0.014426,                   0,             0.98248,             0.93447,             0.97174,             0.72477,             0.01883,           0.0079607,                   0,             0.00208,             0.00208,             0.00208
                  42,            0.023265,             0.01522,                   0,             0.96223,             0.94167,              0.9733,             0.72433,            0.020231,           0.0080984,                   0,            0.001882,            0.001882,            0.001882
                  43,            0.022528,            0.014255,                   0,             0.98485,             0.94167,             0.97444,               0.745,            0.018634,           0.0079799,                   0,            0.001684,            0.001684,            0.001684
                  44,            0.022239,            0.015598,                   0,             0.95669,             0.94167,             0.97637,             0.74686,             0.01795,           0.0077471,                   0,            0.001486,            0.001486,            0.001486
                  45,            0.022107,            0.013671,                   0,             0.95763,                0.95,             0.97355,             0.75368,            0.017692,           0.0074959,                   0,            0.001288,            0.001288,            0.001288
                  46,            0.021304,            0.013962,                   0,             0.98259,             0.94074,             0.97174,             0.75511,            0.017114,           0.0074059,                   0,             0.00109,             0.00109,             0.00109
                  47,            0.020942,            0.014355,                   0,             0.95358,             0.95833,              0.9753,             0.75846,            0.017065,           0.0074214,                   0,            0.000892,            0.000892,            0.000892
                  48,            0.020837,             0.01292,                   0,             0.95493,             0.94167,              0.9743,             0.76042,            0.016771,           0.0073488,                   0,            0.000694,            0.000694,            0.000694
                  49,            0.020593,             0.01273,                   0,             0.96632,             0.95651,             0.97224,             0.76337,            0.016571,           0.0073147,                   0,            0.000496,            0.000496,            0.000496
